,id,Vaccination Date,Zip Code,Count Given,Dose Number,Protocol
0,0,2020-12-12,37215.0,1.0,1.0,two-shot
1,1,2020-12-14,37205.0,1.0,2.0,two-shot
2,2,2020-12-14,37215.0,1.0,1.0,two-shot
3,3,2020-12-15,37221.0,1.0,1.0,two-shot
4,4,2020-12-16,37215.0,1.0,1.0,two-shot
5,5,2020-12-17,37013.0,16.0,1.0,two-shot
6,6,2020-12-17,37072.0,8.0,1.0,two-shot
7,7,2020-12-17,37076.0,5.0,1.0,two-shot
8,8,2020-12-17,37080.0,2.0,1.0,two-shot
9,9,2020-12-17,37115.0,1.0,1.0,two-shot
10,10,2020-12-17,37138.0,3.0,1.0,two-shot
11,11,2020-12-17,37189.0,2.0,1.0,two-shot
12,12,2020-12-17,37203.0,36.0,1.0,two-shot
13,13,2020-12-17,37204.0,26.0,1.0,two-shot
14,14,2020-12-17,37205.0,54.0,1.0,two-shot
15,15,2020-12-17,37206.0,23.0,1.0,two-shot
16,16,2020-12-17,37207.0,8.0,1.0,two-shot
17,17,2020-12-17,37208.0,12.0,1.0,two-shot
18,18,2020-12-17,37209.0,48.0,1.0,two-shot
19,19,2020-12-17,37210.0,2.0,1.0,two-shot
20,20,2020-12-17,37211.0,14.0,1.0,two-shot
21,21,2020-12-17,37212.0,13.0,1.0,two-shot
22,22,2020-12-17,37214.0,8.0,1.0,two-shot
23,23,2020-12-17,37215.0,55.0,1.0,two-shot
24,24,2020-12-17,37216.0,14.0,1.0,two-shot
25,25,2020-12-17,37217.0,5.0,1.0,two-shot
26,26,2020-12-17,37219.0,3.0,1.0,two-shot
27,27,2020-12-17,37220.0,12.0,1.0,two-shot
28,28,2020-12-17,37221.0,34.0,1.0,two-shot
29,29,2020-12-17,,1.0,1.0,two-shot
30,30,2020-12-18,37013.0,50.0,1.0,two-shot
31,31,2020-12-18,37072.0,31.0,1.0,two-shot
32,32,2020-12-18,37072.0,1.0,2.0,two-shot
33,33,2020-12-18,37076.0,54.0,1.0,two-shot
34,34,2020-12-18,37080.0,4.0,1.0,two-shot
35,35,2020-12-18,37115.0,23.0,1.0,two-shot
36,36,2020-12-18,37138.0,22.0,1.0,two-shot
37,37,2020-12-18,37138.0,1.0,2.0,two-shot
38,38,2020-12-18,37189.0,4.0,1.0,two-shot
39,39,2020-12-18,37201.0,3.0,1.0,two-shot
40,40,2020-12-18,37203.0,177.0,1.0,two-shot
41,41,2020-12-18,37204.0,87.0,1.0,two-shot
42,42,2020-12-18,37204.0,1.0,2.0,two-shot
43,43,2020-12-18,37205.0,252.0,1.0,two-shot
44,44,2020-12-18,37206.0,60.0,1.0,two-shot
45,45,2020-12-18,37207.0,42.0,1.0,two-shot
46,46,2020-12-18,37208.0,59.0,1.0,two-shot
47,47,2020-12-18,37209.0,189.0,1.0,two-shot
48,48,2020-12-18,37210.0,12.0,1.0,two-shot
49,49,2020-12-18,37211.0,74.0,1.0,two-shot
50,50,2020-12-18,37212.0,121.0,1.0,two-shot
51,51,2020-12-18,37212.0,1.0,2.0,two-shot
52,52,2020-12-18,37213.0,1.0,1.0,two-shot
53,53,2020-12-18,37214.0,34.0,1.0,two-shot
54,54,2020-12-18,37215.0,171.0,1.0,two-shot
55,55,2020-12-18,37215.0,1.0,2.0,two-shot
56,56,2020-12-18,37216.0,30.0,1.0,two-shot
57,57,2020-12-18,37217.0,8.0,1.0,two-shot
58,58,2020-12-18,37218.0,13.0,1.0,two-shot
59,59,2020-12-18,37219.0,3.0,1.0,two-shot
60,60,2020-12-18,37220.0,25.0,1.0,two-shot
61,61,2020-12-18,37221.0,136.0,1.0,two-shot
62,62,2020-12-18,37228.0,2.0,1.0,two-shot
63,63,2020-12-18,,7.0,1.0,two-shot
64,64,2020-12-19,37013.0,60.0,1.0,two-shot
65,65,2020-12-19,37072.0,37.0,1.0,two-shot
66,66,2020-12-19,37076.0,55.0,1.0,two-shot
67,67,2020-12-19,37076.0,1.0,2.0,two-shot
68,68,2020-12-19,37080.0,7.0,1.0,two-shot
69,69,2020-12-19,37115.0,17.0,1.0,two-shot
70,70,2020-12-19,37138.0,23.0,1.0,two-shot
71,71,2020-12-19,37189.0,10.0,1.0,two-shot
72,72,2020-12-19,37201.0,3.0,1.0,two-shot
73,73,2020-12-19,37203.0,146.0,1.0,two-shot
74,74,2020-12-19,37203.0,2.0,2.0,two-shot
75,75,2020-12-19,37204.0,96.0,1.0,two-shot
76,76,2020-12-19,37204.0,4.0,2.0,two-shot
77,77,2020-12-19,37205.0,279.0,1.0,two-shot
78,78,2020-12-19,37205.0,4.0,2.0,two-shot
79,79,2020-12-19,37206.0,49.0,1.0,two-shot
80,80,2020-12-19,37206.0,2.0,2.0,two-shot
81,81,2020-12-19,37207.0,36.0,1.0,two-shot
82,82,2020-12-19,37208.0,60.0,1.0,two-shot
83,83,2020-12-19,37208.0,1.0,2.0,two-shot
84,84,2020-12-19,37209.0,159.0,1.0,two-shot
85,85,2020-12-19,37209.0,7.0,2.0,two-shot
86,86,2020-12-19,37210.0,15.0,1.0,two-shot
87,87,2020-12-19,37211.0,87.0,1.0,two-shot
88,88,2020-12-19,37211.0,2.0,2.0,two-shot
89,89,2020-12-19,37212.0,112.0,1.0,two-shot
90,90,2020-12-19,37214.0,32.0,1.0,two-shot
91,91,2020-12-19,37214.0,1.0,2.0,two-shot
92,92,2020-12-19,37215.0,162.0,1.0,two-shot
93,93,2020-12-19,37215.0,5.0,2.0,two-shot
94,94,2020-12-19,37216.0,30.0,1.0,two-shot
95,95,2020-12-19,37217.0,18.0,1.0,two-shot
96,96,2020-12-19,37218.0,9.0,1.0,two-shot
97,97,2020-12-19,37219.0,6.0,1.0,two-shot
98,98,2020-12-19,37220.0,32.0,1.0,two-shot
99,99,2020-12-19,37220.0,2.0,2.0,two-shot
100,100,2020-12-19,37221.0,143.0,1.0,two-shot
101,101,2020-12-19,37221.0,2.0,2.0,two-shot
102,102,2020-12-19,37228.0,4.0,1.0,two-shot
103,103,2020-12-19,,5.0,1.0,two-shot
104,104,2020-12-20,37013.0,33.0,1.0,two-shot
105,105,2020-12-20,37072.0,15.0,1.0,two-shot
106,106,2020-12-20,37076.0,26.0,1.0,two-shot
107,107,2020-12-20,37076.0,1.0,2.0,two-shot
108,108,2020-12-20,37080.0,3.0,1.0,two-shot
109,109,2020-12-20,37115.0,12.0,1.0,two-shot
110,110,2020-12-20,37138.0,10.0,1.0,two-shot
111,111,2020-12-20,37189.0,3.0,1.0,two-shot
112,112,2020-12-20,37201.0,3.0,1.0,two-shot
113,113,2020-12-20,37203.0,90.0,1.0,two-shot
114,114,2020-12-20,37204.0,47.0,1.0,two-shot
115,115,2020-12-20,37204.0,3.0,2.0,two-shot
116,116,2020-12-20,37205.0,58.0,1.0,two-shot
117,117,2020-12-20,37205.0,6.0,2.0,two-shot
118,118,2020-12-20,37206.0,51.0,1.0,two-shot
119,119,2020-12-20,37206.0,1.0,2.0,two-shot
120,120,2020-12-20,37207.0,20.0,1.0,two-shot
121,121,2020-12-20,37208.0,25.0,1.0,two-shot
122,122,2020-12-20,37208.0,1.0,2.0,two-shot
123,123,2020-12-20,37209.0,93.0,1.0,two-shot
124,124,2020-12-20,37209.0,1.0,2.0,two-shot
125,125,2020-12-20,37210.0,8.0,1.0,two-shot
126,126,2020-12-20,37211.0,50.0,1.0,two-shot
127,127,2020-12-20,37211.0,2.0,2.0,two-shot
128,128,2020-12-20,37212.0,63.0,1.0,two-shot
129,129,2020-12-20,37212.0,1.0,2.0,two-shot
130,130,2020-12-20,37214.0,16.0,1.0,two-shot
131,131,2020-12-20,37215.0,72.0,1.0,two-shot
132,132,2020-12-20,37215.0,1.0,2.0,two-shot
133,133,2020-12-20,37216.0,13.0,1.0,two-shot
134,134,2020-12-20,37217.0,4.0,1.0,two-shot
135,135,2020-12-20,37218.0,7.0,1.0,two-shot
136,136,2020-12-20,37219.0,4.0,1.0,two-shot
137,137,2020-12-20,37219.0,1.0,2.0,two-shot
138,138,2020-12-20,37220.0,13.0,1.0,two-shot
139,139,2020-12-20,37221.0,90.0,1.0,two-shot
140,140,2020-12-20,37221.0,3.0,2.0,two-shot
141,141,2020-12-20,37228.0,2.0,1.0,two-shot
142,142,2020-12-20,,3.0,1.0,two-shot
143,143,2020-12-21,37013.0,55.0,1.0,two-shot
144,144,2020-12-21,37072.0,18.0,1.0,two-shot
145,145,2020-12-21,37076.0,24.0,1.0,two-shot
146,146,2020-12-21,37080.0,2.0,1.0,two-shot
147,147,2020-12-21,37115.0,21.0,1.0,two-shot
148,148,2020-12-21,37138.0,25.0,1.0,two-shot
149,149,2020-12-21,37189.0,3.0,1.0,two-shot
150,150,2020-12-21,37201.0,2.0,1.0,two-shot
151,151,2020-12-21,37203.0,56.0,1.0,two-shot
152,152,2020-12-21,37203.0,1.0,2.0,two-shot
153,153,2020-12-21,37204.0,35.0,1.0,two-shot
154,154,2020-12-21,37205.0,147.0,1.0,two-shot
155,155,2020-12-21,37206.0,24.0,1.0,two-shot
156,156,2020-12-21,37207.0,13.0,1.0,two-shot
157,157,2020-12-21,37208.0,26.0,1.0,two-shot
158,158,2020-12-21,37208.0,2.0,2.0,two-shot
159,159,2020-12-21,37209.0,66.0,1.0,two-shot
160,160,2020-12-21,37209.0,2.0,2.0,two-shot
161,161,2020-12-21,37210.0,12.0,1.0,two-shot
162,162,2020-12-21,37211.0,44.0,1.0,two-shot
163,163,2020-12-21,37212.0,35.0,1.0,two-shot
164,164,2020-12-21,37214.0,18.0,1.0,two-shot
165,165,2020-12-21,37215.0,58.0,1.0,two-shot
166,166,2020-12-21,37215.0,1.0,2.0,two-shot
167,167,2020-12-21,37216.0,17.0,1.0,two-shot
168,168,2020-12-21,37217.0,8.0,1.0,two-shot
169,169,2020-12-21,37218.0,6.0,1.0,two-shot
170,170,2020-12-21,37220.0,3.0,1.0,two-shot
171,171,2020-12-21,37221.0,60.0,1.0,two-shot
172,172,2020-12-21,37221.0,2.0,2.0,two-shot
173,173,2020-12-21,37228.0,1.0,1.0,two-shot
174,174,2020-12-21,37238.0,1.0,1.0,two-shot
175,175,2020-12-21,,5.0,1.0,two-shot
176,176,2020-12-22,37013.0,58.0,1.0,two-shot
177,177,2020-12-22,37072.0,39.0,1.0,two-shot
178,178,2020-12-22,37076.0,58.0,1.0,two-shot
179,179,2020-12-22,37080.0,8.0,1.0,two-shot
180,180,2020-12-22,37115.0,21.0,1.0,two-shot
181,181,2020-12-22,37138.0,32.0,1.0,two-shot
182,182,2020-12-22,37189.0,3.0,1.0,two-shot
183,183,2020-12-22,37201.0,2.0,1.0,two-shot
184,184,2020-12-22,37203.0,92.0,1.0,two-shot
185,185,2020-12-22,37204.0,58.0,1.0,two-shot
186,186,2020-12-22,37205.0,110.0,1.0,two-shot
187,187,2020-12-22,37205.0,1.0,2.0,two-shot
188,188,2020-12-22,37206.0,47.0,1.0,two-shot
189,189,2020-12-22,37207.0,27.0,1.0,two-shot
190,190,2020-12-22,37208.0,33.0,1.0,two-shot
191,191,2020-12-22,37209.0,134.0,1.0,two-shot
192,192,2020-12-22,37209.0,1.0,2.0,two-shot
193,193,2020-12-22,37210.0,15.0,1.0,two-shot
194,194,2020-12-22,37211.0,91.0,1.0,two-shot
195,195,2020-12-22,37212.0,54.0,1.0,two-shot
196,196,2020-12-22,37213.0,1.0,1.0,two-shot
197,197,2020-12-22,37214.0,34.0,1.0,two-shot
198,198,2020-12-22,37215.0,68.0,1.0,two-shot
199,199,2020-12-22,37216.0,24.0,1.0,two-shot
200,200,2020-12-22,37216.0,1.0,2.0,two-shot
201,201,2020-12-22,37217.0,22.0,1.0,two-shot
202,202,2020-12-22,37218.0,4.0,1.0,two-shot
203,203,2020-12-22,37219.0,5.0,1.0,two-shot
204,204,2020-12-22,37220.0,19.0,1.0,two-shot
205,205,2020-12-22,37221.0,97.0,1.0,two-shot
206,206,2020-12-22,37228.0,1.0,1.0,two-shot
207,207,2020-12-22,,5.0,1.0,two-shot
208,208,2020-12-23,37013.0,92.0,1.0,two-shot
209,209,2020-12-23,37013.0,2.0,2.0,two-shot
210,210,2020-12-23,37027.0,2.0,1.0,two-shot
211,211,2020-12-23,37072.0,75.0,1.0,two-shot
212,212,2020-12-23,37072.0,1.0,2.0,two-shot
213,213,2020-12-23,37076.0,62.0,1.0,two-shot
214,214,2020-12-23,37080.0,11.0,1.0,two-shot
215,215,2020-12-23,37115.0,34.0,1.0,two-shot
216,216,2020-12-23,37138.0,48.0,1.0,two-shot
217,217,2020-12-23,37189.0,3.0,1.0,two-shot
218,218,2020-12-23,37201.0,2.0,1.0,two-shot
219,219,2020-12-23,37203.0,93.0,1.0,two-shot
220,220,2020-12-23,37204.0,46.0,1.0,two-shot
221,221,2020-12-23,37204.0,1.0,2.0,two-shot
222,222,2020-12-23,37205.0,181.0,1.0,two-shot
223,223,2020-12-23,37206.0,79.0,1.0,two-shot
224,224,2020-12-23,37206.0,1.0,2.0,two-shot
225,225,2020-12-23,37207.0,58.0,1.0,two-shot
226,226,2020-12-23,37208.0,30.0,1.0,two-shot
227,227,2020-12-23,37209.0,124.0,1.0,two-shot
228,228,2020-12-23,37210.0,20.0,1.0,two-shot
229,229,2020-12-23,37211.0,115.0,1.0,two-shot
230,230,2020-12-23,37211.0,1.0,2.0,two-shot
231,231,2020-12-23,37212.0,70.0,1.0,two-shot
232,232,2020-12-23,37212.0,1.0,2.0,two-shot
233,233,2020-12-23,37213.0,1.0,1.0,two-shot
234,234,2020-12-23,37214.0,67.0,1.0,two-shot
235,235,2020-12-23,37215.0,98.0,1.0,two-shot
236,236,2020-12-23,37215.0,3.0,2.0,two-shot
237,237,2020-12-23,37216.0,40.0,1.0,two-shot
238,238,2020-12-23,37217.0,27.0,1.0,two-shot
239,239,2020-12-23,37218.0,18.0,1.0,two-shot
240,240,2020-12-23,37219.0,5.0,1.0,two-shot
241,241,2020-12-23,37220.0,30.0,1.0,two-shot
242,242,2020-12-23,37221.0,154.0,1.0,two-shot
243,243,2020-12-23,37228.0,3.0,1.0,two-shot
244,244,2020-12-23,,6.0,1.0,two-shot
245,245,2020-12-24,37013.0,19.0,1.0,two-shot
246,246,2020-12-24,37072.0,16.0,1.0,two-shot
247,247,2020-12-24,37076.0,18.0,1.0,two-shot
248,248,2020-12-24,37076.0,1.0,2.0,two-shot
249,249,2020-12-24,37080.0,6.0,1.0,two-shot
250,250,2020-12-24,37115.0,14.0,1.0,two-shot
251,251,2020-12-24,37138.0,19.0,1.0,two-shot
252,252,2020-12-24,37189.0,2.0,1.0,two-shot
253,253,2020-12-24,37203.0,27.0,1.0,two-shot
254,254,2020-12-24,37204.0,32.0,1.0,two-shot
255,255,2020-12-24,37205.0,39.0,1.0,two-shot
256,256,2020-12-24,37206.0,17.0,1.0,two-shot
257,257,2020-12-24,37207.0,14.0,1.0,two-shot
258,258,2020-12-24,37208.0,15.0,1.0,two-shot
259,259,2020-12-24,37209.0,81.0,1.0,two-shot
260,260,2020-12-24,37210.0,3.0,1.0,two-shot
261,261,2020-12-24,37211.0,42.0,1.0,two-shot
262,262,2020-12-24,37212.0,36.0,1.0,two-shot
263,263,2020-12-24,37214.0,18.0,1.0,two-shot
264,264,2020-12-24,37214.0,1.0,2.0,two-shot
265,265,2020-12-24,37215.0,33.0,1.0,two-shot
266,266,2020-12-24,37215.0,2.0,2.0,two-shot
267,267,2020-12-24,37216.0,14.0,1.0,two-shot
268,268,2020-12-24,37217.0,7.0,1.0,two-shot
269,269,2020-12-24,37218.0,1.0,1.0,two-shot
270,270,2020-12-24,37219.0,2.0,1.0,two-shot
271,271,2020-12-24,37220.0,9.0,1.0,two-shot
272,272,2020-12-24,37221.0,75.0,1.0,two-shot
273,273,2020-12-24,37228.0,4.0,1.0,two-shot
274,274,2020-12-24,,1.0,1.0,two-shot
275,275,2020-12-25,37013.0,14.0,1.0,two-shot
276,276,2020-12-25,37072.0,8.0,1.0,two-shot
277,277,2020-12-25,37076.0,10.0,1.0,two-shot
278,278,2020-12-25,37080.0,2.0,1.0,two-shot
279,279,2020-12-25,37115.0,4.0,1.0,two-shot
280,280,2020-12-25,37138.0,5.0,1.0,two-shot
281,281,2020-12-25,37201.0,1.0,1.0,two-shot
282,282,2020-12-25,37203.0,28.0,1.0,two-shot
283,283,2020-12-25,37204.0,16.0,1.0,two-shot
284,284,2020-12-25,37205.0,33.0,1.0,two-shot
285,285,2020-12-25,37206.0,19.0,1.0,two-shot
286,286,2020-12-25,37207.0,6.0,1.0,two-shot
287,287,2020-12-25,37207.0,1.0,2.0,two-shot
288,288,2020-12-25,37208.0,12.0,1.0,two-shot
289,289,2020-12-25,37209.0,51.0,1.0,two-shot
290,290,2020-12-25,37210.0,6.0,1.0,two-shot
291,291,2020-12-25,37211.0,30.0,1.0,two-shot
292,292,2020-12-25,37212.0,54.0,1.0,two-shot
293,293,2020-12-25,37214.0,9.0,1.0,two-shot
294,294,2020-12-25,37215.0,50.0,1.0,two-shot
295,295,2020-12-25,37216.0,12.0,1.0,two-shot
296,296,2020-12-25,37217.0,7.0,1.0,two-shot
297,297,2020-12-25,37218.0,3.0,1.0,two-shot
298,298,2020-12-25,37219.0,2.0,1.0,two-shot
299,299,2020-12-25,37220.0,8.0,1.0,two-shot
300,300,2020-12-25,37221.0,50.0,1.0,two-shot
301,301,2020-12-25,37228.0,1.0,1.0,two-shot
302,302,2020-12-25,,1.0,1.0,two-shot
303,303,2020-12-26,37013.0,22.0,1.0,two-shot
304,304,2020-12-26,37072.0,21.0,1.0,two-shot
305,305,2020-12-26,37076.0,31.0,1.0,two-shot
306,306,2020-12-26,37080.0,3.0,1.0,two-shot
307,307,2020-12-26,37115.0,14.0,1.0,two-shot
308,308,2020-12-26,37138.0,30.0,1.0,two-shot
309,309,2020-12-26,37189.0,3.0,1.0,two-shot
310,310,2020-12-26,37201.0,2.0,1.0,two-shot
311,311,2020-12-26,37203.0,36.0,1.0,two-shot
312,312,2020-12-26,37203.0,1.0,2.0,two-shot
313,313,2020-12-26,37204.0,29.0,1.0,two-shot
314,314,2020-12-26,37205.0,54.0,1.0,two-shot
315,315,2020-12-26,37206.0,39.0,1.0,two-shot
316,316,2020-12-26,37207.0,20.0,1.0,two-shot
317,317,2020-12-26,37208.0,21.0,1.0,two-shot
318,318,2020-12-26,37209.0,57.0,1.0,two-shot
319,319,2020-12-26,37209.0,1.0,2.0,two-shot
320,320,2020-12-26,37210.0,3.0,1.0,two-shot
321,321,2020-12-26,37211.0,54.0,1.0,two-shot
322,322,2020-12-26,37212.0,43.0,1.0,two-shot
323,323,2020-12-26,37214.0,18.0,1.0,two-shot
324,324,2020-12-26,37215.0,44.0,1.0,two-shot
325,325,2020-12-26,37216.0,23.0,1.0,two-shot
326,326,2020-12-26,37217.0,12.0,1.0,two-shot
327,327,2020-12-26,37218.0,8.0,1.0,two-shot
328,328,2020-12-26,37219.0,3.0,1.0,two-shot
329,329,2020-12-26,37220.0,7.0,1.0,two-shot
330,330,2020-12-26,37221.0,82.0,1.0,two-shot
331,331,2020-12-26,37228.0,2.0,1.0,two-shot
332,332,2020-12-26,,3.0,1.0,two-shot
333,333,2020-12-27,37013.0,18.0,1.0,two-shot
334,334,2020-12-27,37072.0,7.0,1.0,two-shot
335,335,2020-12-27,37076.0,15.0,1.0,two-shot
336,336,2020-12-27,37076.0,1.0,2.0,two-shot
337,337,2020-12-27,37080.0,3.0,1.0,two-shot
338,338,2020-12-27,37115.0,6.0,1.0,two-shot
339,339,2020-12-27,37138.0,6.0,1.0,two-shot
340,340,2020-12-27,37189.0,1.0,1.0,two-shot
341,341,2020-12-27,37201.0,1.0,1.0,two-shot
342,342,2020-12-27,37203.0,26.0,1.0,two-shot
343,343,2020-12-27,37204.0,19.0,1.0,two-shot
344,344,2020-12-27,37205.0,38.0,1.0,two-shot
345,345,2020-12-27,37205.0,1.0,2.0,two-shot
346,346,2020-12-27,37206.0,14.0,1.0,two-shot
347,347,2020-12-27,37207.0,10.0,1.0,two-shot
348,348,2020-12-27,37208.0,16.0,1.0,two-shot
349,349,2020-12-27,37209.0,49.0,1.0,two-shot
350,350,2020-12-27,37210.0,10.0,1.0,two-shot
351,351,2020-12-27,37211.0,34.0,1.0,two-shot
352,352,2020-12-27,37212.0,24.0,1.0,two-shot
353,353,2020-12-27,37214.0,21.0,1.0,two-shot
354,354,2020-12-27,37215.0,33.0,1.0,two-shot
355,355,2020-12-27,37216.0,11.0,1.0,two-shot
356,356,2020-12-27,37217.0,5.0,1.0,two-shot
357,357,2020-12-27,37218.0,3.0,1.0,two-shot
358,358,2020-12-27,37219.0,1.0,1.0,two-shot
359,359,2020-12-27,37220.0,3.0,1.0,two-shot
360,360,2020-12-27,37221.0,65.0,1.0,two-shot
361,361,2020-12-27,37228.0,1.0,1.0,two-shot
362,362,2020-12-27,,2.0,1.0,two-shot
363,363,2020-12-28,37013.0,122.0,1.0,two-shot
364,364,2020-12-28,37072.0,84.0,1.0,two-shot
365,365,2020-12-28,37076.0,66.0,1.0,two-shot
366,366,2020-12-28,37080.0,26.0,1.0,two-shot
367,367,2020-12-28,37115.0,47.0,1.0,two-shot
368,368,2020-12-28,37138.0,44.0,1.0,two-shot
369,369,2020-12-28,37189.0,9.0,1.0,two-shot
370,370,2020-12-28,37201.0,4.0,1.0,two-shot
371,371,2020-12-28,37203.0,72.0,1.0,two-shot
372,372,2020-12-28,37204.0,43.0,1.0,two-shot
373,373,2020-12-28,37205.0,149.0,1.0,two-shot
374,374,2020-12-28,37205.0,1.0,2.0,two-shot
375,375,2020-12-28,37206.0,51.0,1.0,two-shot
376,376,2020-12-28,37206.0,2.0,2.0,two-shot
377,377,2020-12-28,37207.0,47.0,1.0,two-shot
378,378,2020-12-28,37208.0,36.0,1.0,two-shot
379,379,2020-12-28,37209.0,109.0,1.0,two-shot
380,380,2020-12-28,37210.0,22.0,1.0,two-shot
381,381,2020-12-28,37211.0,90.0,1.0,two-shot
382,382,2020-12-28,37212.0,43.0,1.0,two-shot
383,383,2020-12-28,37214.0,42.0,1.0,two-shot
384,384,2020-12-28,37215.0,57.0,1.0,two-shot
385,385,2020-12-28,37216.0,28.0,1.0,two-shot
386,386,2020-12-28,37216.0,1.0,2.0,two-shot
387,387,2020-12-28,37217.0,35.0,1.0,two-shot
388,388,2020-12-28,37218.0,27.0,1.0,two-shot
389,389,2020-12-28,37219.0,3.0,1.0,two-shot
390,390,2020-12-28,37220.0,16.0,1.0,two-shot
391,391,2020-12-28,37221.0,138.0,1.0,two-shot
392,392,2020-12-28,37228.0,2.0,1.0,two-shot
393,393,2020-12-28,,11.0,1.0,two-shot
394,394,2020-12-29,37013.0,134.0,1.0,two-shot
395,395,2020-12-29,37013.0,1.0,2.0,two-shot
396,396,2020-12-29,37027.0,2.0,1.0,two-shot
397,397,2020-12-29,37072.0,86.0,1.0,two-shot
398,398,2020-12-29,37076.0,110.0,1.0,two-shot
399,399,2020-12-29,37080.0,19.0,1.0,two-shot
400,400,2020-12-29,37115.0,67.0,1.0,two-shot
401,401,2020-12-29,37138.0,53.0,1.0,two-shot
402,402,2020-12-29,37189.0,37.0,1.0,two-shot
403,403,2020-12-29,37201.0,4.0,1.0,two-shot
404,404,2020-12-29,37203.0,97.0,1.0,two-shot
405,405,2020-12-29,37204.0,50.0,1.0,two-shot
406,406,2020-12-29,37205.0,162.0,1.0,two-shot
407,407,2020-12-29,37206.0,67.0,1.0,two-shot
408,408,2020-12-29,37207.0,77.0,1.0,two-shot
409,409,2020-12-29,37208.0,49.0,1.0,two-shot
410,410,2020-12-29,37208.0,1.0,2.0,two-shot
411,411,2020-12-29,37209.0,136.0,1.0,two-shot
412,412,2020-12-29,37209.0,1.0,2.0,two-shot
413,413,2020-12-29,37210.0,17.0,1.0,two-shot
414,414,2020-12-29,37211.0,125.0,1.0,two-shot
415,415,2020-12-29,37211.0,1.0,2.0,two-shot
416,416,2020-12-29,37212.0,56.0,1.0,two-shot
417,417,2020-12-29,37212.0,1.0,2.0,two-shot
418,418,2020-12-29,37213.0,2.0,1.0,two-shot
419,419,2020-12-29,37214.0,80.0,1.0,two-shot
420,420,2020-12-29,37215.0,48.0,1.0,two-shot
421,421,2020-12-29,37216.0,37.0,1.0,two-shot
422,422,2020-12-29,37216.0,1.0,2.0,two-shot
423,423,2020-12-29,37217.0,52.0,1.0,two-shot
424,424,2020-12-29,37218.0,30.0,1.0,two-shot
425,425,2020-12-29,37219.0,3.0,1.0,two-shot
426,426,2020-12-29,37220.0,26.0,1.0,two-shot
427,427,2020-12-29,37221.0,158.0,1.0,two-shot
428,428,2020-12-29,37228.0,11.0,1.0,two-shot
429,429,2020-12-29,,15.0,1.0,two-shot
430,430,2020-12-30,37013.0,183.0,1.0,two-shot
431,431,2020-12-30,37072.0,115.0,1.0,two-shot
432,432,2020-12-30,37076.0,115.0,1.0,two-shot
433,433,2020-12-30,37080.0,27.0,1.0,two-shot
434,434,2020-12-30,37115.0,74.0,1.0,two-shot
435,435,2020-12-30,37138.0,77.0,1.0,two-shot
436,436,2020-12-30,37189.0,16.0,1.0,two-shot
437,437,2020-12-30,37201.0,7.0,1.0,two-shot
438,438,2020-12-30,37203.0,97.0,1.0,two-shot
439,439,2020-12-30,37203.0,2.0,2.0,two-shot
440,440,2020-12-30,37204.0,68.0,1.0,two-shot
441,441,2020-12-30,37204.0,1.0,2.0,two-shot
442,442,2020-12-30,37205.0,137.0,1.0,two-shot
443,443,2020-12-30,37205.0,1.0,2.0,two-shot
444,444,2020-12-30,37206.0,77.0,1.0,two-shot
445,445,2020-12-30,37207.0,123.0,1.0,two-shot
446,446,2020-12-30,37207.0,1.0,2.0,two-shot
447,447,2020-12-30,37208.0,70.0,1.0,two-shot
448,448,2020-12-30,37209.0,195.0,1.0,two-shot
449,449,2020-12-30,37210.0,120.0,1.0,two-shot
450,450,2020-12-30,37211.0,276.0,1.0,two-shot
451,451,2020-12-30,37212.0,82.0,1.0,two-shot
452,452,2020-12-30,37213.0,1.0,1.0,two-shot
453,453,2020-12-30,37214.0,92.0,1.0,two-shot
454,454,2020-12-30,37215.0,97.0,1.0,two-shot
455,455,2020-12-30,37215.0,1.0,2.0,two-shot
456,456,2020-12-30,37216.0,55.0,1.0,two-shot
457,457,2020-12-30,37217.0,70.0,1.0,two-shot
458,458,2020-12-30,37218.0,32.0,1.0,two-shot
459,459,2020-12-30,37219.0,7.0,1.0,two-shot
460,460,2020-12-30,37220.0,26.0,1.0,two-shot
461,461,2020-12-30,37221.0,224.0,1.0,two-shot
462,462,2020-12-30,37221.0,1.0,2.0,two-shot
463,463,2020-12-30,37228.0,7.0,1.0,two-shot
464,464,2020-12-30,,18.0,1.0,two-shot
465,465,2020-12-30,,1.0,2.0,two-shot
466,466,2020-12-31,37013.0,70.0,1.0,two-shot
467,467,2020-12-31,37072.0,40.0,1.0,two-shot
468,468,2020-12-31,37076.0,43.0,1.0,two-shot
469,469,2020-12-31,37080.0,3.0,1.0,two-shot
470,470,2020-12-31,37115.0,35.0,1.0,two-shot
471,471,2020-12-31,37115.0,1.0,2.0,two-shot
472,472,2020-12-31,37138.0,32.0,1.0,two-shot
473,473,2020-12-31,37189.0,3.0,1.0,two-shot
474,474,2020-12-31,37203.0,53.0,1.0,two-shot
475,475,2020-12-31,37204.0,36.0,1.0,two-shot
476,476,2020-12-31,37205.0,42.0,1.0,two-shot
477,477,2020-12-31,37206.0,39.0,1.0,two-shot
478,478,2020-12-31,37206.0,1.0,2.0,two-shot
479,479,2020-12-31,37207.0,51.0,1.0,two-shot
480,480,2020-12-31,37208.0,26.0,1.0,two-shot
481,481,2020-12-31,37209.0,99.0,1.0,two-shot
482,482,2020-12-31,37209.0,1.0,2.0,two-shot
